method,seed_num,num_sims,E_activated_users,variance,std_deviation,avg_steps,total_steps,E_redemptions,comprehensive_score,usage_rate,random_dirichlet,degree_exponent_succ,degree_exponent_dis,degree_exponent_tran
random,376,600,104.865,67.336775,8.205898792941575,2.9454521276595744,1107.49,105.335,215.849,0.28014627659574465,"[10, 10, 10]",-0.5,0.8,0.0
degreeTopM,376,600,55.775,47.111041666666665,6.86374836854227,2.3664140070921986,889.7716666666666,56.4,145.06466666666668,0.15,"[10, 10, 10]",-0.5,0.8,0.0
pageRank,376,600,59.49333333333333,50.14662222222223,7.081427979032353,2.4291223404255318,913.3499999999999,60.085,151.12416666666667,0.15980053191489363,"[10, 10, 10]",-0.5,0.8,0.0
alpha_sort,376,600,191.135,95.00010833333334,9.746799902190121,2.4383953900709217,916.8366666666666,191.655,283.07866666666666,0.509720744680851,"[10, 10, 10]",-0.5,0.8,0.0
ris_path_aware,376,600,180.39666666666668,99.9559888888889,9.997799202268912,3.822854609929078,1437.3933333333332,182.05833333333334,324.96683333333334,0.484197695035461,"[10, 10, 10]",-0.5,0.8,0.0
1hop_sort,376,600,202.9,81.70666666666666,9.039174003561756,2.5973803191489364,976.6150000000001,208.97333333333333,303.59816666666666,0.5557801418439716,"[10, 10, 10]",-0.5,0.8,0.0
